Latitude,Longitude,Year,Week,sin_doy,cos_doy,log_mosq,near_pos_count_lag1,near_pos_rate_lag1,log_near_mosq_sum_lag1,near_n_samples_lag1,near_pos_count_lag2,near_pos_rate_lag2,log_near_mosq_sum_lag2,near_n_samples_lag2,SPECIES,target
41.74267048,-87.73155006,2019,39,-0.99665890175417,-0.08167639533042288,3.871201010907891,0.0,0.0,3.2188758248682006,2.0,1.0,0.5,3.4339872044851463,2.0,CULEX PIPIENS/RESTUANS,0
41.7212875,-87.6652357,2019,39,-0.99665890175417,-0.08167639533042288,1.9459101490553132,0.0,0.0,2.70805020110221,2.0,0.0,0.0,2.302585092994046,1.0,CULEX PIPIENS/RESTUANS,0
41.80104786,-87.68042473,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,0.6931471805599453,1.0,1.0,1.0,1.791759469228055,1.0,CULEX RESTUANS,0
41.65923602,-87.61201513,2019,39,-0.99665890175417,-0.08167639533042288,3.044522437723423,0.0,0.0,3.1354942159291497,2.0,0.0,0.0,4.962844630259907,5.0,CULEX PIPIENS/RESTUANS,0
41.92273665,-87.63244997,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.7612001156935624,5.0,1.0,0.2,4.276666119016055,5.0,CULEX TERRITANS,0
41.96440545,-87.69137039,2019,39,-0.99665890175417,-0.08167639533042288,3.367295829986474,0.0,0.0,3.828641396489095,2.0,2.0,1.0,3.912023005428146,2.0,CULEX PIPIENS/RESTUANS,0
41.70532764,-87.63295537,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.091042453358316,2.0,0.0,0.0,2.302585092994046,1.0,CULEX SALINARIUS,0
41.89221998,-87.69169773,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,4.174387269895637,3.0,0.0,0.0,3.091042453358316,3.0,CULEX RESTUANS,0
41.95366415,-87.72498719,2019,39,-0.99665890175417,-0.08167639533042288,2.1972245773362196,0.0,0.0,2.0794415416798357,1.0,0.0,0.0,2.772588722239781,2.0,CULEX PIPIENS/RESTUANS,0
41.77600539,-87.77940767,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,2.0794415416798357,2.0,0.0,0.0,1.791759469228055,2.0,CULEX PIPIENS/RESTUANS,0
41.7105424,-87.58455893,2019,39,-0.99665890175417,-0.08167639533042288,2.995732273553991,0.0,0.0,2.4849066497880004,2.0,0.0,0.0,2.772588722239781,2.0,CULEX PIPIENS/RESTUANS,0
41.74267048,-87.73155006,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.2188758248682006,2.0,1.0,0.5,3.4339872044851463,2.0,CULEX TERRITANS,0
41.88377178,-87.71616837,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.6109179126442243,4.0,0.0,0.0,3.4965075614664802,4.0,CULEX RESTUANS,0
41.76575253,-87.56246521,2019,39,-0.99665890175417,-0.08167639533042288,2.772588722239781,0.0,0.0,2.8903717578961645,5.0,1.0,0.5,3.713572066704308,2.0,CULEX PIPIENS/RESTUANS,0
41.73144686,-87.64972225,2019,39,-0.99665890175417,-0.08167639533042288,2.3978952727983707,0.0,0.0,3.091042453358316,2.0,1.0,0.5,3.970291913552122,2.0,CULEX PIPIENS/RESTUANS,0
41.75414841,-87.61272102,2019,39,-0.99665890175417,-0.08167639533042288,2.1972245773362196,0.0,0.0,4.465908118654584,3.0,0.0,0.0,3.5553480614894135,2.0,CULEX RESTUANS,0
41.93279021,-87.70023788,2019,39,-0.99665890175417,-0.08167639533042288,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,2.0,CULEX PIPIENS/RESTUANS,0
41.77119859,-87.70310661,2019,39,-0.99665890175417,-0.08167639533042288,2.995732273553991,0.0,0.0,2.70805020110221,1.0,0.0,0.0,3.044522437723423,1.0,CULEX PIPIENS/RESTUANS,1
41.73318788,-87.55562869,2019,39,-0.99665890175417,-0.08167639533042288,2.5649493574615367,0.0,0.0,1.3862943611198906,1.0,0.0,0.0,2.4849066497880004,1.0,CULEX PIPIENS/RESTUANS,0
41.92388736,-87.77890991,2019,39,-0.99665890175417,-0.08167639533042288,2.3978952727983707,0.0,0.0,3.258096538021482,2.0,0.0,0.0,2.9444389791664403,2.0,CULEX PIPIENS/RESTUANS,0
41.75414841,-87.61272102,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,4.465908118654584,3.0,0.0,0.0,3.5553480614894135,2.0,CULEX TERRITANS,0
41.70433842,-87.65708427,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,1.0,1.0,0.6931471805599453,1.0,0.0,0.0,1.6094379124341003,1.0,CULEX PIPIENS/RESTUANS,0
41.65923602,-87.61201513,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,3.1354942159291497,2.0,0.0,0.0,4.962844630259907,5.0,CULEX PIPIENS,0
41.82085851,-87.6651081,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,2.4849066497880004,3.0,0.0,0.0,1.6094379124341003,1.0,CULEX TERRITANS,0
41.98788069,-87.66678508,2019,39,-0.99665890175417,-0.08167639533042288,3.258096538021482,0.0,0.0,2.3978952727983707,1.0,1.0,0.5,3.5263605246161616,2.0,CULEX PIPIENS/RESTUANS,0
41.80059709,-87.71173035,2019,39,-0.99665890175417,-0.08167639533042288,3.332204510175204,1.0,0.25,4.454347296253507,4.0,1.0,0.5,3.5263605246161616,2.0,CULEX PIPIENS/RESTUANS,0
41.79168956,-87.78163597,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,2.833213344056216,1.0,1.0,0.5,3.4011973816621555,2.0,CULEX RESTUANS,0
41.9220638,-87.63223306,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,3.7612001156935624,5.0,1.0,0.2,4.276666119016055,5.0,CULEX TERRITANS,0
41.98631985,-87.72837846,2019,39,-0.99665890175417,-0.08167639533042288,2.1972245773362196,0.0,0.0,2.0794415416798357,1.0,1.0,0.5,4.02535169073515,2.0,CULEX PIPIENS/RESTUANS,0
41.91613472,-87.80109281,2019,39,-0.99665890175417,-0.08167639533042288,2.5649493574615367,0.0,0.0,3.9889840465642745,2.0,2.0,1.0,3.784189633918261,2.0,CULEX PIPIENS/RESTUANS,0
41.82085851,-87.6651081,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,2.4849066497880004,3.0,0.0,0.0,1.6094379124341003,1.0,CULEX RESTUANS,0
41.8457154,-87.7158986,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,1.791759469228055,2.0,0.0,0.0,4.007333185232471,2.0,CULEX TERRITANS,0
41.9885864,-87.85447335,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,2.4849066497880004,1.0,2.0,0.6666666666666666,4.867534450455582,3.0,CULEX RESTUANS,0
41.73318788,-87.55562869,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,1.3862943611198906,1.0,0.0,0.0,2.4849066497880004,1.0,CULEX RESTUANS,0
41.92388736,-87.77890991,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.258096538021482,2.0,0.0,0.0,2.9444389791664403,2.0,CULEX TERRITANS,0
42.01052929,-87.66084507,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,0.6931471805599453,1.0,0.0,0.0,1.0986122886681098,1.0,CULEX PIPIENS/RESTUANS,0
41.91867575,-87.66437444,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,1.3862943611198906,1.0,0.0,0.0,2.1972245773362196,2.0,CULEX RESTUANS,0
41.91867575,-87.66437444,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,1.3862943611198906,1.0,0.0,0.0,2.1972245773362196,2.0,CULEX PIPIENS/RESTUANS,0
41.8837113,-87.71609209,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,3.6109179126442243,4.0,0.0,0.0,3.4965075614664802,4.0,CULEX RESTUANS,0
41.91356758,-87.7263003,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,2.9444389791664403,2.0,0.0,0.0,4.204692619390966,3.0,CULEX PIPIENS/RESTUANS,0
41.80104786,-87.68042473,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,0.6931471805599453,1.0,1.0,1.0,1.791759469228055,1.0,CULEX PIPIENS/RESTUANS,0
42.01064327,-87.8067973,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.8066624897703196,2.0,2.0,0.6666666666666666,4.465908118654584,3.0,CULEX TARSALIS,0
41.80235931,-87.64307592,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,1.0986122886681098,2.0,0.0,0.0,1.0986122886681098,2.0,CULEX PIPIENS/RESTUANS,0
41.95629886,-87.79751745,2019,39,-0.99665890175417,-0.08167639533042288,3.58351893845611,1.0,0.5,3.6888794541139363,2.0,1.0,0.5,4.499809670330265,2.0,CULEX PIPIENS/RESTUANS,0
41.76337092,-87.63787261,2019,39,-0.99665890175417,-0.08167639533042288,3.5553480614894135,0.0,0.0,1.9459101490553132,1.0,0.0,0.0,3.091042453358316,2.0,CULEX PIPIENS/RESTUANS,0
41.76848567,-87.67946343,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,2.5649493574615367,1.0,0.0,0.0,3.2188758248682006,1.0,CULEX PIPIENS/RESTUANS,0
42.01064327,-87.8067973,2019,39,-0.99665890175417,-0.08167639533042288,3.1780538303479458,0.0,0.0,3.8066624897703196,2.0,2.0,0.6666666666666666,4.465908118654584,3.0,CULEX PIPIENS/RESTUANS,1
41.77484112,-87.72800582,2019,39,-0.99665890175417,-0.08167639533042288,3.7376696182833684,0.0,0.0,2.8903717578961645,2.0,2.0,0.6666666666666666,4.248495242049359,3.0,CULEX PIPIENS/RESTUANS,0
41.92273665,-87.63244997,2019,39,-0.99665890175417,-0.08167639533042288,1.9459101490553132,0.0,0.0,3.7612001156935624,5.0,1.0,0.2,4.276666119016055,5.0,CULEX PIPIENS/RESTUANS,0
41.90477345,-87.75568575,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,2.1972245773362196,2.0,0.0,0.0,2.9444389791664403,1.0,CULEX PIPIENS/RESTUANS,0
41.68103493,-87.53343647,2019,39,-0.99665890175417,-0.08167639533042288,1.791759469228055,0.0,0.0,0.6931471805599453,1.0,0.0,0.0,1.0986122886681098,1.0,CULEX PIPIENS/RESTUANS,0
41.9885864,-87.85447335,2019,39,-0.99665890175417,-0.08167639533042288,3.6888794541139363,0.0,0.0,2.4849066497880004,1.0,2.0,0.6666666666666666,4.867534450455582,3.0,CULEX PIPIENS/RESTUANS,0
41.86691518,-87.65491884,2019,39,-0.99665890175417,-0.08167639533042288,2.70805020110221,0.0,0.0,2.0794415416798357,2.0,0.0,0.0,3.6635616461296463,2.0,CULEX PIPIENS/RESTUANS,0
42.0079975,-87.77823497,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,1.9459101490553132,1.0,0.0,0.0,2.5649493574615367,1.0,CULEX PIPIENS/RESTUANS,0
41.7212875,-87.6652357,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,2.70805020110221,2.0,0.0,0.0,2.302585092994046,1.0,CULEX RESTUANS,0
42.01064327,-87.8067973,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,3.8066624897703196,2.0,2.0,0.6666666666666666,4.465908118654584,3.0,CULEX RESTUANS,0
41.69549407,-87.60908177,2019,39,-0.99665890175417,-0.08167639533042288,2.772588722239781,0.0,0.0,2.1972245773362196,1.0,0.0,0.0,3.258096538021482,1.0,CULEX PIPIENS/RESTUANS,0
41.79821073,-87.73692496,2019,39,-0.99665890175417,-0.08167639533042288,3.4965075614664802,0.0,0.0,4.382026634673881,2.0,2.0,0.6666666666666666,4.927253685157205,3.0,CULEX PIPIENS/RESTUANS,1
41.70468721,-87.56423556,2019,39,-0.99665890175417,-0.08167639533042288,2.3978952727983707,0.0,0.0,1.0986122886681098,1.0,0.0,0.0,3.044522437723423,2.0,CULEX PIPIENS/RESTUANS,0
41.90728487,-87.70139464,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,2.302585092994046,3.0,0.0,0.0,3.4657359027997265,2.0,CULEX PIPIENS/RESTUANS,0
41.74267048,-87.73155006,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,3.2188758248682006,2.0,1.0,0.5,3.4339872044851463,2.0,CULEX RESTUANS,0
41.92388736,-87.77890991,2019,39,-0.99665890175417,-0.08167639533042288,1.791759469228055,0.0,0.0,3.258096538021482,2.0,0.0,0.0,2.9444389791664403,2.0,CULEX RESTUANS,0
41.91613472,-87.80109281,2019,39,-0.99665890175417,-0.08167639533042288,1.9459101490553132,0.0,0.0,3.9889840465642745,2.0,2.0,1.0,3.784189633918261,2.0,CULEX RESTUANS,0
41.9949663,-87.77083722,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,1.791759469228055,1.0,0.0,0.0,2.995732273553991,1.0,CULEX RESTUANS,0
41.88377178,-87.71616837,2019,39,-0.99665890175417,-0.08167639533042288,3.091042453358316,0.0,0.0,3.6109179126442243,4.0,0.0,0.0,3.4965075614664802,4.0,CULEX PIPIENS/RESTUANS,0
41.82085851,-87.6651081,2019,39,-0.99665890175417,-0.08167639533042288,3.9318256327243257,0.0,0.0,2.4849066497880004,3.0,0.0,0.0,1.6094379124341003,1.0,CULEX PIPIENS/RESTUANS,0
41.77812886,-87.58624504,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,2.833213344056216,1.0,0.0,0.0,3.871201010907891,1.0,CULEX RESTUANS,0
41.9470445,-87.67306105,2019,39,-0.99665890175417,-0.08167639533042288,2.302585092994046,0.0,0.0,3.713572066704308,2.0,0.0,0.0,2.5649493574615367,2.0,CULEX PIPIENS/RESTUANS,0
41.67688732,-87.66122193,2019,39,-0.99665890175417,-0.08167639533042288,2.0794415416798357,0.0,0.0,3.258096538021482,2.0,0.0,0.0,0.0,0.0,CULEX PIPIENS/RESTUANS,0
41.8457154,-87.7158986,2019,39,-0.99665890175417,-0.08167639533042288,1.6094379124341003,0.0,0.0,1.791759469228055,2.0,0.0,0.0,4.007333185232471,2.0,CULEX RESTUANS,0
41.75414841,-87.61272102,2019,39,-0.99665890175417,-0.08167639533042288,3.8918202981106265,0.0,0.0,4.465908118654584,3.0,0.0,0.0,3.5553480614894135,2.0,CULEX PIPIENS/RESTUANS,0
41.79436648,-87.64892514,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,2.0794415416798357,1.0,0.0,0.0,2.4849066497880004,1.0,CULEX RESTUANS,0
41.9217769,-87.63214045,2019,39,-0.99665890175417,-0.08167639533042288,2.1972245773362196,0.0,0.0,3.7612001156935624,5.0,1.0,0.2,4.276666119016055,5.0,CULEX PIPIENS/RESTUANS,0
41.95629886,-87.79751745,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,1.0,0.5,3.6888794541139363,2.0,1.0,0.5,4.499809670330265,2.0,CULEX RESTUANS,0
41.77812886,-87.58624504,2019,39,-0.99665890175417,-0.08167639533042288,3.5553480614894135,0.0,0.0,2.833213344056216,1.0,0.0,0.0,3.871201010907891,1.0,CULEX PIPIENS/RESTUANS,0
41.70532764,-87.63295537,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,3.091042453358316,2.0,0.0,0.0,2.302585092994046,1.0,CULEX RESTUANS,0
41.98724461,-87.68941677,2019,39,-0.99665890175417,-0.08167639533042288,3.6109179126442243,0.0,0.0,2.8903717578961645,3.0,1.0,0.5,4.30406509320417,2.0,CULEX PIPIENS/RESTUANS,0
41.7105424,-87.58455893,2019,39,-0.99665890175417,-0.08167639533042288,1.9459101490553132,0.0,0.0,2.4849066497880004,2.0,0.0,0.0,2.772588722239781,2.0,CULEX RESTUANS,0
41.9949663,-87.77083722,2019,39,-0.99665890175417,-0.08167639533042288,1.9459101490553132,0.0,0.0,1.791759469228055,1.0,0.0,0.0,2.995732273553991,1.0,CULEX PIPIENS/RESTUANS,1
41.86759925,-87.69578544,2019,39,-0.99665890175417,-0.08167639533042288,2.1972245773362196,0.0,0.0,2.0794415416798357,1.0,0.0,0.0,3.044522437723423,1.0,CULEX PIPIENS/RESTUANS,0
41.96537486,-87.75841172,2019,39,-0.99665890175417,-0.08167639533042288,3.1780538303479458,1.0,1.0,3.4011973816621555,1.0,0.0,0.0,3.8501476017100584,1.0,CULEX PIPIENS/RESTUANS,0
41.8457154,-87.7158986,2019,39,-0.99665890175417,-0.08167639533042288,2.8903717578961645,0.0,0.0,1.791759469228055,2.0,0.0,0.0,4.007333185232471,2.0,CULEX PIPIENS/RESTUANS,0
41.98788069,-87.66678508,2019,39,-0.99665890175417,-0.08167639533042288,3.9318256327243257,0.0,0.0,2.3978952727983707,1.0,1.0,0.5,3.5263605246161616,2.0,CULEX PIPIENS/RESTUANS,0
41.66238673,-87.59017973,2019,39,-0.99665890175417,-0.08167639533042288,2.3978952727983707,0.0,0.0,1.6094379124341003,1.0,0.0,0.0,3.784189633918261,2.0,CULEX PIPIENS/RESTUANS,0
41.70532764,-87.63295537,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,3.091042453358316,2.0,0.0,0.0,2.302585092994046,1.0,CULEX TERRITANS,0
41.94596109,-87.83294247,2019,39,-0.99665890175417,-0.08167639533042288,1.0986122886681098,0.0,0.0,3.8501476017100584,2.0,1.0,0.5,3.871201010907891,2.0,CULEX RESTUANS,0
41.73144686,-87.64972225,2019,39,-0.99665890175417,-0.08167639533042288,1.3862943611198906,0.0,0.0,3.091042453358316,2.0,1.0,0.5,3.970291913552122,2.0,CULEX RESTUANS,0
41.96201464,-87.64684773,2019,39,-0.99665890175417,-0.08167639533042288,2.833213344056216,0.0,0.0,1.9459101490553132,1.0,0.0,0.0,1.9459101490553132,1.0,CULEX PIPIENS/RESTUANS,0
41.7730854,-87.60016756,2019,39,-0.99665890175417,-0.08167639533042288,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,2.0,CULEX RESTUANS,0
41.95629886,-87.79751745,2019,38,-0.9796136916454901,-0.20089055513063528,3.6375861597263857,1.0,0.5,4.499809670330265,2.0,0.0,0.0,0.0,0.0,CULEX PIPIENS/RESTUANS,1
41.74267048,-87.73155006,2019,38,-0.9796136916454901,-0.20089055513063528,3.1780538303479458,1.0,0.5,3.4339872044851463,2.0,0.0,0.0,3.2188758248682006,2.0,CULEX PIPIENS/RESTUANS,0
41.73144686,-87.64972225,2019,38,-0.9796136916454901,-0.20089055513063528,2.9444389791664403,1.0,0.5,3.970291913552122,2.0,1.0,0.5,4.02535169073515,2.0,CULEX PIPIENS/RESTUANS,0
41.90477345,-87.75568575,2019,38,-0.9796136916454901,-0.20089055513063528,1.9459101490553132,0.0,0.0,2.9444389791664403,1.0,0.0,0.0,1.791759469228055,1.0,CULEX PIPIENS/RESTUANS,0
41.80059709,-87.71173035,2019,38,-0.9796136916454901,-0.20089055513063528,3.9318256327243257,1.0,0.5,3.5263605246161616,2.0,0.0,0.0,3.4011973816621555,2.0,CULEX PIPIENS/RESTUANS,1
41.90728487,-87.70139464,2019,38,-0.9796136916454901,-0.20089055513063528,1.791759469228055,0.0,0.0,3.4657359027997265,2.0,0.0,0.0,1.9459101490553132,2.0,CULEX PIPIENS/RESTUANS,0
41.98788069,-87.66678508,2019,38,-0.9796136916454901,-0.20089055513063528,2.3978952727983707,1.0,0.5,3.5263605246161616,2.0,0.0,0.0,1.9459101490553132,1.0,CULEX PIPIENS/RESTUANS,0
41.94596109,-87.83294247,2019,38,-0.9796136916454901,-0.20089055513063528,0.6931471805599453,1.0,0.5,3.871201010907891,2.0,1.0,1.0,2.6390573296152584,1.0,CULEX RESTUANS,0
41.80104786,-87.68042473,2019,38,-0.9796136916454901,-0.20089055513063528,0.6931471805599453,1.0,1.0,1.791759469228055,1.0,0.0,0.0,2.6390573296152584,1.0,CULEX PIPIENS/RESTUANS,0
41.73144686,-87.64972225,2019,38,-0.9796136916454901,-0.20089055513063528,1.3862943611198906,1.0,0.5,3.970291913552122,2.0,1.0,0.5,4.02535169073515,2.0,CULEX RESTUANS,0
41.8457154,-87.7158986,2019,38,-0.9796136916454901,-0.20089055513063528,1.6094379124341003,0.0,0.0,4.007333185232471,2.0,0.0,0.0,2.70805020110221,2.0,CULEX PIPIENS/RESTUANS,0
41.89613109,-87.65676212,2019,38,-0.9796136916454901,-0.20089055513063528,2.4849066497880004,0.0,0.0,3.8918202981106265,2.0,0.0,0.0,1.9459101490553132,2.0,CULEX PIPIENS/RESTUANS,0
41.89145452,-87.68976266,2019,38,-0.9796136916454901,-0.20089055513063528,3.7612001156935624,0.0,0.0,3.091042453358316,3.0,1.0,0.25,3.044522437723423,4.0,CULEX PIPIENS/RESTUANS,0
41.88377178,-87.71616837,2019,38,-0.9796136916454901,-0.20089055513063528,2.6390573296152584,0.0,0.0,3.4965075614664802,4.0,0.0,0.0,0.0,0.0,CULEX PIPIENS/RESTUANS,0
41.77484112,-87.72800582,2019,38,-0.9796136916454901,-0.20089055513063528,2.772588722239781,2.0,0.6666666666666666,4.248495242049359,3.0,0.0,0.0,3.258096538021482,1.0,CULEX PIPIENS/RESTUANS,0
41.98724461,-87.68941677,2019,38,-0.9796136916454901,-0.20089055513063528,1.791759469228055,1.0,0.5,4.30406509320417,2.0,1.0,1.0,3.1780538303479458,1.0,CULEX PIPIENS/RESTUANS,0
41.9470445,-87.67306105,2019,38,-0.9796136916454901,-0.20089055513063528,3.258096538021482,0.0,0.0,2.5649493574615367,2.0,0.0,0.0,1.6094379124341003,1.0,CULEX PIPIENS/RESTUANS,0
41.92273665,-87.63244997,2019,38,-0.9796136916454901,-0.20089055513063528,1.0986122886681098,1.0,0.2,4.276666119016055,5.0,0.0,0.0,0.6931471805599453,1.0,CULEX RESTUANS,0
41.80059709,-87.71173035,2019,38,-0.9796136916454901,-0.20089055513063528,0.6931471805599453,1.0,0.5,3.5263605246161616,2.0,0.0,0.0,3.4011973816621555,2.0,CULEX TERRITANS,0
41.8837113,-87.71609209,2019,38,-0.9796136916454901,-0.20089055513063528,2.6390573296152584,0.0,0.0,3.4965075614664802,4.0,0.0,0.0,0.0,0.0,CULEX PIPIENS/RESTUANS,0
41.80059709,-87.71173035,2019,38,-0.9796136916454901,-0.20089055513063528,1.9459101490553132,1.0,0.5,3.5263605246161616,2.0,0.0,0.0,3.4011973816621555,2.0,CULEX RESTUANS,0
